X[s],"R TIBIALIS ANTERIOR: EMG 7->filter (FilterSlidingRMS57)"
4.4685,0.0001252832
4.469019,0.0001254507
4.469539,0.0001257637
4.470058,0.0001258441
4.470577,0.0001255459
4.471096,0.0001255098
4.471615,0.0001254749
4.472135,0.0001255793
4.472654,0.0001263899
4.473173,0.0001275337
4.473692,0.000127946
4.474212,0.0001279232
4.474731,0.0001281008
4.47525,0.0001283501
4.47577,0.0001284712
4.476288,0.0001284551
4.476808,0.0001284339
4.477327,0.0001284461
4.477846,0.0001284565
4.478365,0.0001284696
4.478885,0.0001285327
4.479404,0.0001285306
4.479923,0.0001286025
4.480443,0.0001285324
4.480962,0.0001285826
4.481481,0.0001287362
4.482,0.0001287266
4.482519,0.0001286187
4.483038,0.0001284362
4.483558,0.0001282131
4.484077,0.0001283178
4.484596,0.0001286467
4.485116,0.0001286419
4.485635,0.0001286423
4.486154,0.0001281819
4.486673,0.0001276204
4.487192,0.0001275791
4.487711,0.0001276757
4.488231,0.0001276537
4.48875,0.0001276543
4.489269,0.0001275754
4.489789,0.0001274977
4.490308,0.0001275046
4.490827,0.0001274194
4.491346,0.0001273125
4.491866,0.0001272933
4.492384,0.0001273085
4.492904,0.0001273475
4.493423,0.0001273405
4.493942,0.0001273035
4.494462,0.0001270443
4.494981,0.0001261354
4.4955,0.0001252525
4.496019,0.0001251649
4.496539,0.000125155
4.497058,0.0001247605
4.497577,0.0001243363
4.498096,0.0001240913
4.498615,0.000123905
4.499135,0.0001238168
4.499654,0.0001238519
4.500173,0.000123673
4.500692,0.0001233394
4.501212,0.0001231265
4.501731,0.0001230064
4.50225,0.0001229371
4.502769,0.0001228854
4.503289,0.0001228191
4.503808,0.0001227983
4.504327,0.0001228119
4.504846,0.0001228741
4.505365,0.0001229728
4.505885,0.0001230112
4.506404,0.0001229242
4.506923,0.0001228741
4.507442,0.0001229387
4.507962,0.00012311
4.508481,0.0001232773
4.509,0.0001232547
4.509519,0.0001230168
4.510038,0.0001228298
4.510558,0.0001228519
4.511077,0.000122891
4.511596,0.0001228934
4.512115,0.000122895
4.512635,0.0001229098
4.513154,0.0001229095
4.513673,0.0001228981
4.514193,0.0001230816
4.514711,0.0001235308
4.515231,0.0001239034
4.51575,0.00012403
4.516269,0.0001240782
4.516788,0.0001241532
4.517308,0.0001241625
4.517827,0.0001242737
4.518346,0.0001246226
4.518866,0.0001246926
4.519385,0.000124714
4.519904,0.0001247629
4.520423,0.0001247631
4.520942,0.0001248146
4.521461,0.0001249345
4.521981,0.0001249161
4.5225,0.0001246047
4.523019,0.0001242502
4.523539,0.0001240754
4.524058,0.0001240527
4.524577,0.0001240312
4.525096,0.0001238843
4.525615,0.0001238038
4.526134,0.000123805
4.526654,0.000123768
4.527173,0.0001236748
4.527692,0.0001236792
4.528212,0.0001236545
4.528731,0.0001235639
4.52925,0.0001238148
4.529769,0.0001241017
4.530289,0.0001239592
4.530808,0.0001230204
4.531327,0.0001224346
4.531846,0.0001224054
4.532365,0.0001224643
4.532885,0.0001225422
4.533404,0.0001225117
4.533923,0.0001224833
4.534442,0.0001224271
4.534962,0.000122695
4.535481,0.0001234254
4.536,0.0001236132
4.536519,0.0001236064
4.537038,0.0001236209
4.537558,0.0001236272
4.538077,0.0001236767
4.538596,0.0001236503
4.539115,0.0001235705
4.539635,0.0001236878
4.540154,0.0001238749
4.540673,0.0001239299
4.541193,0.0001238424
4.541712,0.0001236981
4.542231,0.00012386
4.54275,0.0001243898
4.543269,0.0001246359
4.543788,0.0001246363
4.544308,0.000124627
4.544827,0.0001244721
4.545346,0.0001241855
4.545866,0.0001240218
4.546385,0.0001239964
4.546904,0.0001238977
4.547423,0.0001237845
4.547942,0.0001237855
4.548461,0.0001239034
4.548981,0.0001241315
4.5495,0.0001241123
4.550019,0.0001240354
4.550539,0.0001240945
4.551058,0.0001236505
4.551577,0.0001233936
4.552096,0.0001233953
4.552616,0.000123335
4.553134,0.0001233214
4.553654,0.0001233401
4.554173,0.0001235386
4.554692,0.0001236679
4.555212,0.0001235672
4.555731,0.0001231918
4.55625,0.0001226256
4.556769,0.0001222112
4.557289,0.0001221095
4.557808,0.000122262
4.558327,0.0001223803
4.558846,0.0001223429
4.559365,0.0001227019
4.559885,0.0001233467
4.560404,0.0001233798
4.560923,0.0001232846
4.561442,0.0001232028
4.561962,0.0001232028
4.562481,0.0001229114
4.563,0.0001223657
4.563519,0.0001221935
4.564039,0.0001222474
4.564558,0.0001222907
4.565077,0.0001222776
4.565596,0.0001221421
4.566115,0.0001219033
4.566635,0.0001217915
4.567154,0.0001217875
4.567673,0.00012178
4.568192,0.0001217851
4.568712,0.0001217954
4.569231,0.0001218053
4.56975,0.0001218778
4.570269,0.0001218711
4.570788,0.0001218921
4.571308,0.0001220718
4.571827,0.0001220907
4.572346,0.0001219119
4.572865,0.000121895
4.573385,0.0001218674
4.573904,0.0001218401
4.574423,0.0001218217
4.574943,0.0001217852
4.575461,0.0001217339
4.575981,0.0001218019
4.5765,0.0001219087
4.577019,0.0001218933
4.577538,0.0001218195
4.578058,0.0001217532
4.578577,0.0001217399
4.579096,0.0001217176
4.579616,0.0001215534
4.580135,0.0001214377
4.580654,0.0001214776
4.581173,0.0001214739
4.581692,0.0001212906
4.582211,0.0001209738
4.582731,0.0001206606
4.58325,0.0001204383
4.583769,0.0001204229
4.584289,0.000120468
4.584808,0.0001204767
4.585327,0.000120467
4.585846,0.0001204471
4.586365,0.0001204273
4.586884,0.0001204289
4.587404,0.0001204267
4.587923,0.000120489
4.588442,0.00012083
4.588962,0.0001213463
4.589481,0.0001212453
4.59,0.0001207137
4.590519,0.0001203389
4.591039,0.00012028
4.591558,0.0001203117
4.592077,0.0001203311
4.592596,0.0001203464
4.593115,0.000120342
4.593635,0.0001203153
4.594154,0.0001202934
4.594673,0.0001203027
4.595192,0.0001202854
4.595712,0.0001203375
4.596231,0.0001204972
4.59675,0.0001205624
4.597269,0.0001204128
4.597788,0.0001200492
4.598308,0.0001196626
4.598827,0.0001193835
4.599346,0.0001191757
4.599865,0.0001190674
4.600385,0.0001190394
4.600904,0.0001190491
4.601423,0.0001190635
4.601943,0.0001188761
4.602462,0.0001178602
4.602981,0.0001163446
4.6035,0.0001156407
4.604019,0.000115592
4.604538,0.0001156138
4.605058,0.0001156047
4.605577,0.0001155565
4.606096,0.0001154787
4.606616,0.0001154606
4.607135,0.0001154488
4.607654,0.000115347
4.608173,0.000115355
4.608692,0.0001153048
4.609211,0.0001146101
4.609731,0.0001137092
4.61025,0.0001135172
4.610769,0.0001137626
4.611289,0.0001139876
4.611808,0.0001138645
4.612327,0.0001138237
4.612846,0.0001143768
4.613366,0.000114945
4.613884,0.0001151202
4.614404,0.0001151198
4.614923,0.0001151955
4.615442,0.0001152955
4.615962,0.0001152839
4.616481,0.0001157322
4.617,0.0001167902
4.617519,0.0001172597
4.618039,0.000117221
4.618558,0.0001175433
4.619077,0.0001177985
4.619596,0.0001176902
4.620115,0.0001174916
4.620635,0.0001173567
4.621154,0.0001173673
4.621673,0.0001172841
4.622192,0.0001169031
4.622712,0.0001163653
4.623231,0.0001158224
4.62375,0.0001155438
4.624269,0.0001155158
4.624788,0.0001155716
4.625308,0.0001156015
4.625827,0.0001156131
4.626346,0.0001156112
4.626865,0.0001156067
4.627385,0.0001156067
4.627904,0.0001156197
4.628423,0.000115681
4.628942,0.0001157336
4.629462,0.0001151994
4.629981,0.000113378
4.6305,0.0001123625
4.631019,0.0001123546
4.631538,0.0001121902
4.632058,0.0001120784
4.632577,0.0001120783
4.633096,0.000112088
4.633615,0.0001120452
4.634135,0.0001120123
4.634654,0.0001120684
4.635173,0.0001118755
4.635693,0.0001110255
4.636211,0.0001098072
4.636731,0.000109074
4.63725,0.0001089232
4.637769,0.0001089782
4.638288,0.0001090532
4.638808,0.0001090033
4.639327,0.0001091189
4.639846,0.0001092673
4.640366,0.0001091377
4.640885,0.0001090971
4.641404,0.0001092452
4.641923,0.0001093038
4.642442,0.0001093074
4.642962,0.0001093113
4.643481,0.0001092987
4.644,0.0001092876
4.644519,0.0001093987
4.645039,0.0001095856
4.645558,0.0001096399
4.646077,0.0001096629
4.646596,0.0001096638
4.647115,0.0001096739
4.647635,0.0001096817
4.648154,0.0001096561
4.648673,0.0001094287
4.649192,0.0001087599
4.649712,0.0001084152
4.650231,0.000108415
4.65075,0.0001083808
4.651269,0.0001083824
4.651789,0.000108423
4.652308,0.0001084084
4.652827,0.0001083214
4.653346,0.0001082543
4.653865,0.0001082325
4.654385,0.0001082408
4.654904,0.0001082653
4.655423,0.0001082726
4.655942,0.0001082093
4.656462,0.0001081964
4.656981,0.0001083018
4.6575,0.0001083102
4.658019,0.0001082913
4.658538,0.0001082964
4.659058,0.0001083138
4.659577,0.0001083443
4.660096,0.0001083489
4.660615,0.0001083177
4.661135,0.0001081928
4.661654,0.0001079759
4.662173,0.0001079333
4.662693,0.0001080034
4.663212,0.0001079593
4.663731,0.0001077975
4.66425,0.0001075541
4.664769,0.0001072564
4.665288,0.0001069601
4.665808,0.0001067169
4.666327,0.0001065427
4.666846,0.0001064781
4.667366,0.0001064762
4.667885,0.000106326
4.668404,0.0001060336
4.668923,0.0001058274
4.669442,0.0001057673
4.669961,0.0001059492
4.670481,0.0001064174
4.671,0.0001066878
4.671519,0.0001068398
4.672039,0.0001069494
4.672558,0.0001068844
4.673077,0.000106941
4.673596,0.0001074115
4.674116,0.0001078415
4.674634,0.0001080209
4.675154,0.0001079351
4.675673,0.0001077325
4.676192,0.0001077323
4.676712,0.0001074262
4.677231,0.0001070772
4.67775,0.0001070571
4.678269,0.0001070612
4.678789,0.0001070767
4.679308,0.0001070274
4.679827,0.0001069821
4.680346,0.0001072441
4.680865,0.0001074876
4.681385,0.0001075835
4.681904,0.0001076307
4.682423,0.0001076496
4.682942,0.0001076393
4.683462,0.0001075954
4.683981,0.0001074661
4.6845,0.0001073017
4.685019,0.0001072569
4.685538,0.0001072478
4.686058,0.0001071497
4.686577,0.0001071421
4.687096,0.0001071994
4.687615,0.0001072249
4.688135,0.0001072996
4.688654,0.0001070881
4.689173,0.0001069897
4.689692,0.0001073207
4.690212,0.0001074382
4.690731,0.0001070208
4.69125,0.0001066135
4.691769,0.0001065962
4.692288,0.000106557
4.692808,0.0001051653
4.693327,0.000103213
4.693846,0.0001026267
4.694366,0.0001026387
4.694885,0.0001025878
4.695404,0.0001026253
4.695923,0.0001026449
4.696442,0.0001026885
4.696961,0.0001028743
4.697481,0.0001028977
4.698,0.0001028743
4.698519,0.0001028649
4.699039,0.0001028615
4.699558,0.0001028802
4.700077,0.0001029123
4.700596,0.0001028935
4.701116,0.0001030116
4.701635,0.0001036245
4.702154,0.0001043511
4.702673,0.0001046321
4.703192,0.0001046538
4.703712,0.0001046619
4.704231,0.0001047385
4.70475,0.000104911
4.705269,0.0001051507
4.705789,0.000105392
4.706308,0.0001056432
4.706827,0.0001058346
4.707346,0.0001059304
4.707865,0.0001059429
4.708385,0.0001058922
4.708904,0.0001056203
4.709423,0.000105214
4.709942,0.0001051898
4.710462,0.000105768
4.710981,0.000106267
4.7115,0.0001064198
4.712019,0.0001064471
4.712539,0.0001065405
4.713058,0.0001067643
4.713577,0.0001067325
4.714096,0.0001063399
4.714615,0.0001061915
4.715135,0.0001062996
4.715654,0.000106305
4.716173,0.0001063571
4.716692,0.0001064942
4.717212,0.0001067131
4.717731,0.0001070968
4.71825,0.000107544
4.718769,0.0001076362
4.719288,0.0001072709
4.719808,0.0001068862
4.720327,0.0001068409
4.720846,0.000106848
4.721365,0.0001068711
4.721885,0.0001068221
4.722404,0.0001059576
4.722923,0.0001045374
4.723443,0.0001039501
4.723962,0.0001039667
4.724481,0.0001037843
4.725,0.0001035302
4.725519,0.0001034188
4.726038,0.0001034214
4.726558,0.0001034232
4.727077,0.0001034017
4.727596,0.0001034263
4.728116,0.0001035224
4.728635,0.0001034473
4.729154,0.0001034982
4.729673,0.0001033568
4.730192,0.0001033126
4.730711,0.0001032271
4.731231,0.0001030528
4.73175,0.0001030597
4.732269,0.0001030597
4.732789,0.0001031536
4.733308,0.0001032272
4.733827,0.0001028268
4.734346,0.0001023997
4.734866,0.0001024812
4.735384,0.0001022759
4.735904,0.0001021838
4.736423,0.0001022483
4.736942,0.0001023141
4.737462,0.0001023443
4.737981,0.000102356
4.7385,0.000102366
4.739019,0.0001023559
4.739539,0.0001023598
4.740058,0.0001023844
4.740577,0.0001024816
4.741096,0.0001025993
4.741615,0.000102629
4.742135,0.0001026089
4.742654,0.0001026152
4.743173,0.0001027864
4.743692,0.0001029805
4.744212,0.0001030509
4.744731,0.0001030533
4.74525,0.000103239
4.74577,0.0001035145
4.746288,0.000103639
4.746808,0.0001036525
4.747327,0.0001036227
4.747846,0.0001036539
4.748365,0.0001039197
4.748885,0.0001041248
4.749404,0.0001041005
4.749923,0.0001041581
4.750443,0.0001043845
4.750962,0.0001046014
4.751481,0.0001047482
4.752,0.0001048275
4.752519,0.0001048154
4.753038,0.0001048017
4.753558,0.0001048167
4.754077,0.0001047985
4.754596,0.0001046887
4.755116,0.0001045362
4.755635,0.0001044896
4.756154,0.0001044959
4.756673,0.0001041816
4.757192,0.000103513
4.757711,0.0001028243
4.758231,0.0001025361
4.75875,0.0001026266
4.759269,0.0001027919
4.759789,0.0001029321
4.760308,0.0001028293
4.760827,0.0001028198
4.761346,0.0001029142
4.761866,0.0001029321
4.762385,0.000102905
4.762904,0.0001029117
4.763423,0.0001030461
4.763942,0.0001029674
4.764462,0.0001024375
4.764981,0.0001019776
4.7655,0.0001018306
4.766019,0.0001018061
4.766539,0.0001017195
4.767058,0.0001017212
4.767577,0.0001016232
4.768096,0.0001012471
4.768615,0.0001012822
4.769135,0.00010137
4.769654,0.0001013094
4.770173,0.0001013379
4.770692,0.0001012855
4.771212,0.0001011357
4.771731,0.0001014174
4.77225,0.0001019306
4.772769,0.0001020641
4.773289,0.000102049
4.773808,0.0001020936
4.774327,0.0001021712
4.774846,0.0001022427
4.775365,0.000102258
4.775885,0.0001021697
4.776404,0.0001026591
4.776923,0.0001036668
4.777442,0.0001042652
4.777962,0.0001045306
4.778481,0.0001043425
4.779,0.000103738
4.779519,0.0001037139
4.780038,0.0001041598
4.780558,0.0001043675
4.781077,0.0001043711
4.781596,0.0001044176
4.782115,0.0001044141
4.782635,0.000104325
4.783154,0.0001043232
4.783673,0.0001042581
4.784193,0.0001042463
4.784711,0.0001039256
4.785231,0.0001030823
4.78575,0.0001028807
4.786269,0.0001029255
4.786788,0.0001029119
4.787308,0.0001029199
4.787827,0.0001028463
4.788346,0.0001027796
4.788866,0.0001028034
4.789385,0.0001026241
4.789904,0.0001023338
4.790423,0.0001021455
4.790942,0.0001020778
4.791461,0.0001020828
4.791981,0.0001018194
4.7925,0.0001011684
4.793019,0.0001008741
4.793539,0.000100929
4.794058,0.0001009936
4.794577,0.0001010168
4.795096,0.0001009864
4.795616,0.0001008198
4.796134,0.0001005882
4.796654,0.0001004918
4.797173,0.0001004756
4.797692,0.0001004536
4.798212,0.0001003016
4.798731,0.0001000217
4.79925,9.994547E-05
4.799769,9.998045E-05
4.800289,9.990031E-05
4.800808,9.986833E-05
4.801327,9.988959E-05
4.801846,0.0001000707
4.802365,0.0001003126
4.802885,0.000100366
4.803404,0.0001003405
4.803923,0.0001000956
4.804442,9.99305E-05
4.804962,9.999213E-05
4.805481,0.0001002847
4.806,0.0001006251
4.80652,0.0001008825
4.807038,0.0001010334
4.807558,0.0001009183
4.808077,0.0001007641
4.808596,0.0001008868
4.809115,0.0001006104
4.809635,9.981581E-05
4.810154,9.967583E-05
4.810673,9.964754E-05
4.811193,9.958155E-05
4.811712,9.958624E-05
4.812231,9.953084E-05
4.81275,9.934026E-05
4.813269,9.921481E-05
4.813788,9.936185E-05
4.814308,9.973579E-05
4.814827,0.0001003444
4.815346,0.0001007157
4.815866,0.0001007231
4.816385,0.0001007732
4.816904,0.0001008149
4.817423,0.0001008162
4.817942,0.0001008047
4.818461,0.0001007918
4.818981,0.0001007734
4.8195,0.0001006704
4.820019,0.0001006521
4.820539,0.0001006133
4.821058,0.0001004141
4.821577,0.0001002029
4.822096,0.0001001422
4.822616,0.0001001433
4.823135,0.0001001476
4.823654,0.0001001478
4.824173,0.0001001448
4.824692,0.0001001343
4.825212,0.0001001306
4.825731,0.0001000271
4.82625,9.989327E-05
4.826769,9.985209E-05
4.827289,9.985218E-05
4.827808,9.984741E-05
4.828327,9.984673E-05
4.828846,9.984532E-05
4.829365,9.986172E-05
4.829885,9.980244E-05
4.830404,9.97211E-05
4.830923,9.972567E-05
4.831442,9.971084E-05
4.831962,9.962937E-05
4.832481,9.949965E-05
4.833,9.942965E-05
4.833519,9.940036E-05
4.834039,9.937724E-05
4.834558,9.93672E-05
4.835077,9.940707E-05
4.835596,9.96801E-05
4.836115,0.0001001621
4.836635,0.0001003374
4.837154,0.0001003471
4.837673,0.0001004649
4.838192,0.0001001421
4.838712,9.954354E-05
4.839231,9.947913E-05
4.83975,9.935931E-05
4.840269,9.901739E-05
4.840788,9.879138E-05
4.841308,9.876279E-05
4.841827,9.883485E-05
4.842346,9.88743E-05
4.842865,9.887465E-05
4.843385,9.88995E-05
4.843904,9.910565E-05
4.844423,9.937606E-05
4.844943,9.947686E-05
4.845461,9.939932E-05
4.845981,9.921271E-05
4.8465,9.908869E-05
4.847019,9.903614E-05
4.847538,9.902767E-05
4.848058,9.904263E-05
4.848577,9.905297E-05
4.849096,9.904863E-05
4.849616,9.903692E-05
4.850135,9.910701E-05
4.850654,9.94419E-05
4.851173,9.971869E-05
4.851692,9.973769E-05
4.852211,9.976028E-05
4.852731,9.98676E-05
4.85325,0.0001000865
4.853769,0.0001002545
4.854289,0.0001003263
4.854808,0.0001003114
4.855327,0.0001005006
4.855846,0.0001014028
4.856365,0.0001026863
4.856884,0.0001031824
4.857404,0.0001031765
4.857923,0.0001033341
4.858442,0.0001034192
4.858962,0.0001033385
4.859481,0.0001033388
4.86,0.0001032888
4.860519,0.0001030232
4.861039,0.0001027088
4.861558,0.0001026704
4.862077,0.0001025487
4.862596,0.0001019097
4.863115,0.0001012874
4.863635,0.0001010908
4.864154,0.0001010925
4.864673,0.0001009932
4.865192,0.0001009106
4.865712,0.0001010327
4.866231,0.0001005907
4.86675,9.935918E-05
4.86727,9.875034E-05
4.867788,9.874986E-05
4.868308,9.838379E-05
4.868827,9.810845E-05
4.869346,9.809891E-05
4.869865,9.814817E-05
4.870385,9.851748E-05
4.870904,9.893609E-05
4.871423,9.908538E-05
4.871943,9.907538E-05
4.872462,9.907828E-05
4.872981,9.920422E-05
4.8735,9.966955E-05
4.874019,0.0001001471
4.874538,0.0001002228
4.875058,0.0001001603
4.875577,0.0001001133
4.876096,0.0001001014
4.876616,0.0001001076
4.877135,0.0001001684
4.877654,0.0001002783
4.878173,0.0001002486
4.878692,0.0001001814
4.879211,0.0001002264
4.879731,0.0001002467
4.88025,0.000100245
4.880769,0.0001002505
4.881289,0.0001003185
4.881808,0.0001005528
4.882327,0.0001008634
4.882846,0.0001009563
4.883366,0.0001008952
4.883885,0.00010078
4.884404,0.0001007806
4.884923,0.000100967
4.885442,0.000101023
4.885962,0.0001010258
4.886481,0.0001010849
4.887,0.0001012848
4.887519,0.0001013939
4.888039,0.000101352
4.888558,0.0001013982
4.889077,0.0001012293
4.889596,0.0001009611
4.890115,0.0001008942
4.890635,0.000101147
4.891154,0.0001016547
4.891673,0.0001018023
4.892192,0.000101754
4.892712,0.0001021089
4.893231,0.0001024552
4.89375,0.0001024713
4.894269,0.0001023876
4.894789,0.0001021663
4.895308,0.000102041
4.895827,0.0001020021
4.896346,0.0001020031
4.896865,0.000102001
4.897385,0.0001019981
4.897904,0.0001019574
4.898423,0.0001017498
4.898942,0.0001016093
4.899462,0.0001015846
4.899981,0.0001024795
4.9005,0.000103791
4.901019,0.0001041565
4.901538,0.0001041113
4.902058,0.0001041247
4.902577,0.0001041261
4.903096,0.0001041393
4.903615,0.0001041254
4.904135,0.0001041938
4.904654,0.0001042615
4.905173,0.0001042169
4.905693,0.0001042028
4.906211,0.0001041701
4.906731,0.0001040656
4.90725,0.0001040979
4.907769,0.0001042247
4.908288,0.0001043092
4.908808,0.0001042544
4.909327,0.000104105
4.909846,0.0001041035
4.910366,0.0001042224
4.910885,0.0001043154
4.911404,0.0001043338
4.911923,0.0001043266
4.912442,0.0001042173
4.912961,0.0001040972
4.913481,0.0001040826
4.914,0.0001040796
4.914519,0.000104083
4.915039,0.0001040906
4.915558,0.0001040772
4.916077,0.0001040107
4.916596,0.0001040346
4.917115,0.0001041501
4.917634,0.0001040565
4.918154,0.0001040406
4.918673,0.0001042837
4.919192,0.0001045514
4.919712,0.0001044516
4.920231,0.0001039794
4.92075,0.0001037029
4.921269,0.000103552
4.921789,0.0001035771
4.922308,0.0001041027
4.922827,0.0001045768
4.923346,0.0001042688
4.923865,0.0001037237
4.924385,0.0001035306
4.924904,0.0001035995
4.925423,0.0001037234
4.925942,0.0001038984
4.926462,0.0001040348
4.926981,0.0001040557
4.9275,0.0001040308
4.92802,0.0001041295
4.928538,0.0001043159
4.929058,0.000104561
4.929577,0.0001047827
4.930096,0.0001046505
4.930615,0.0001044142
4.931135,0.0001043193
4.931654,0.0001042724
4.932173,0.0001043008
4.932693,0.0001045233
4.933212,0.0001046627
4.933731,0.0001046576
4.93425,0.0001046962
4.934769,0.0001049376
4.935288,0.0001054157
4.935808,0.0001059702
4.936327,0.0001064665
4.936846,0.0001068662
4.937366,0.0001069978
4.937885,0.0001069223
4.938404,0.0001071227
4.938923,0.0001069862
4.939442,0.0001064236
4.939961,0.0001060333
4.940481,0.0001060141
4.941,0.0001063122
4.941519,0.0001065548
4.942039,0.0001066295
4.942558,0.0001066563
4.943077,0.0001067711
4.943596,0.0001069476
4.944116,0.0001070664
4.944634,0.0001070904
4.945154,0.0001070589
4.945673,0.0001070729
4.946192,0.0001070625
4.946712,0.0001069217
4.947231,0.000106885
4.94775,0.0001068861
4.948269,0.0001068945
4.948789,0.0001069086
4.949308,0.0001069188
4.949827,0.0001069349
4.950346,0.0001069014
4.950865,0.0001066268
4.951385,0.0001059116
4.951904,0.000105135
4.952423,0.0001048411
4.952942,0.0001048264
4.953462,0.0001047889
4.953981,0.0001046257
4.9545,0.0001043931
4.955019,0.0001041549
4.955539,0.0001039268
4.956058,0.0001036708
4.956577,0.000103503
4.957096,0.0001035351
4.957615,0.0001036252
4.958135,0.0001036162
4.958654,0.0001036318
4.959173,0.000103486
4.959692,0.0001031015
4.960212,0.0001025621
4.960731,0.00010225
4.96125,0.0001021426
4.961769,0.000102
4.962288,0.0001017475
4.962808,0.0001016338
4.963327,0.0001017254
4.963846,0.0001017373
4.964365,0.0001017065
4.964885,0.0001016334
4.965404,0.0001016219
4.965923,0.0001016018
4.966443,0.0001014557
4.966961,0.0001012534
4.967481,0.0001011732
4.968,0.0001011398
4.968519,0.0001009893
4.969038,0.0001009757
4.969558,0.0001008754
4.970077,0.0001006311
4.970596,0.0001007461
4.971116,0.0001009408
4.971635,0.0001007545
4.972154,0.0001004985
4.972673,0.0001004985
4.973192,0.0001006731
4.973711,0.0001007555
4.974231,0.0001007196
4.97475,0.0001006753
4.975269,0.0001006375
4.975789,0.0001006629
4.976308,0.0001007574
4.976827,0.0001008215
4.977346,0.0001007959
4.977865,0.0001010755
4.978384,0.0001016845
4.978904,0.0001019623
4.979423,0.0001019549
4.979942,0.0001019641
4.980462,0.0001019655
4.980981,0.0001019465
4.9815,0.0001018852
4.982019,0.000101913
4.982539,0.0001018384
4.983058,0.000101748
4.983577,0.0001018403
4.984096,0.0001019682
4.984615,0.000101997
4.985135,0.0001019755
4.985654,0.0001019777
4.986173,0.0001019008
4.986692,0.0001016806
4.987212,0.0001015786
4.987731,0.0001016186
4.98825,0.0001016303
4.988769,0.000101643
4.989288,0.0001017362
4.989808,0.0001018358
4.990327,0.0001018325
4.990846,0.000101716
4.991365,0.0001018517
4.991885,0.0001020517
4.992404,0.0001019764
4.992923,0.0001018719
4.993443,0.0001017367
4.993962,0.0001016876
4.994481,0.0001017214
4.995,0.0001016144
4.995519,0.0001014549
4.996038,0.0001013954
4.996558,0.0001013825
4.997077,0.0001015063
4.997596,0.0001018334
4.998116,0.0001020486
4.998635,0.0001021498
4.999154,0.0001022424
4.999673,0.0001021665
5.000192,0.0001019088
5.000711,0.0001016284
5.001231,0.0001014133
5.00175,0.0001013204
5.002269,0.0001013822
5.002789,0.0001014295
5.003308,0.0001014252
5.003827,0.0001014289
5.004346,0.0001014403
5.004866,0.0001014204
5.005384,0.0001013759
5.005904,0.0001014703
5.006423,0.0001016299
5.006942,0.0001017316
5.007462,0.0001017405
5.007981,0.0001016956
5.0085,0.0001016351
5.009019,0.0001018166
5.009539,0.0001021985
5.010058,0.0001022721
5.010577,0.0001023271
5.011096,0.0001024423
5.011615,0.0001024503
5.012135,0.0001024535
5.012654,0.0001025797
5.013173,0.0001031774
5.013692,0.0001040871
5.014212,0.0001044953
5.014731,0.000104517
5.01525,0.0001045472
5.015769,0.000104598
5.016289,0.0001045931
5.016808,0.0001047048
5.017327,0.0001047209
5.017846,0.000104672
5.018365,0.0001047017
5.018885,0.0001046779
5.019404,0.0001046761
5.019923,0.000104648
5.020442,0.0001046363
5.020962,0.000104665
5.021481,0.000104299
5.022,0.0001037794
5.022519,0.0001037277
5.023038,0.0001038693
5.023558,0.0001038719
5.024077,0.0001038173
5.024596,0.0001039286
5.025115,0.0001039792
5.025635,0.0001039567
5.026154,0.0001033722
5.026673,0.0001022467
5.027193,0.000101581
5.027711,0.0001014489
5.028231,0.0001014966
5.02875,0.0001014671
5.029269,0.0001011975
5.029788,0.0001008782
5.030308,0.0001008673
5.030827,0.0001010054
5.031346,0.0001009896
5.031866,0.0001009138
5.032385,0.0001009019
5.032904,0.0001009118
5.033423,0.0001010634
5.033942,0.0001016416
5.034461,0.0001022519
5.034981,0.0001024506
5.0355,0.0001024059
5.036019,0.000102399
5.036539,0.0001025421
5.037058,0.0001027427
5.037577,0.0001029438
5.038096,0.0001030771
5.038615,0.0001030734
5.039135,0.0001030722
5.039654,0.0001031168
5.040173,0.0001031516
5.040692,0.0001032733
5.041212,0.0001035732
5.041731,0.0001037392
5.04225,0.0001037431
5.042769,0.0001039304
5.043289,0.0001040664
5.043808,0.0001040154
5.044327,0.0001039863
5.044846,0.0001040088
5.045365,0.000104012
5.045885,0.0001040475
5.046404,0.0001044192
5.046923,0.0001047427
5.047442,0.00010483
5.047962,0.0001048504
5.048481,0.0001048664
5.049,0.0001048719
5.049519,0.0001048459
5.050038,0.0001048124
5.050558,0.0001048143
5.051077,0.0001048128
5.051596,0.0001046968
5.052115,0.0001045757
5.052635,0.0001046005
5.053154,0.0001046003
5.053673,0.0001046332
5.054193,0.0001046646
5.054712,0.0001046434
5.055231,0.0001043984
5.05575,0.0001040992
5.056269,0.0001038488
5.056788,0.000103642
5.057308,0.0001035881
5.057827,0.0001037194
5.058346,0.0001038684
5.058866,0.000104043
5.059385,0.000104304
5.059904,0.0001044064
5.060423,0.000104383
5.060942,0.000104403
5.061461,0.0001045983
5.061981,0.0001050692
5.0625,0.0001053925
5.063019,0.0001054547
5.063539,0.0001055311
5.064058,0.0001057652
5.064577,0.0001057389
5.065096,0.0001055448
5.065616,0.000105534
5.066134,0.0001055398
5.066654,0.0001057346
5.067173,0.0001062096
5.067692,0.0001065259
5.068212,0.0001065402
5.068731,0.0001065486
5.06925,0.0001065487
5.069769,0.0001065497
5.070289,0.0001065483
5.070808,0.000106536
5.071327,0.000106532
5.071846,0.0001065488
5.072365,0.0001065599
5.072885,0.0001065566
5.073404,0.0001065582
5.073923,0.000106576
